Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
108,Isaac Okoro,25,CHI,SG,55,55,1480,9.4,.565,.480,.247,4.5,6.3,5.4,7.8,1.2,1.4,8.5,13.7,1.1,0.6,1.7,.056,-3.2,-1.0,-4.2,-0.8,,okorois01
109,Jalen Duren,22,DET,C,53,53,1479,25.1,.662,.000,.488,15.4,26.7,21.1,9.9,1.5,3.0,11.2,23.2,4.8,2.8,7.6,.247,3.8,0.3,4.1,2.3,AS,durenja01
110,Ayo Dosunmu,26,2TM,SG,56,10,1471,16.3,.627,.388,.201,2.7,8.7,5.7,19.6,1.4,0.8,9.9,20.2,2.8,0.9,3.7,.119,1.1,-0.7,0.4,0.9,,dosunay01
110,Ayo Dosunmu,26,CHI,SG,45,10,1187,17.2,.636,.397,.216,3.0,9.1,6.1,20.9,1.4,0.9,10.3,21.1,2.4,0.6,3.0,.123,1.7,-0.9,0.8,0.8,,dosunay01
110,Ayo Dosunmu,26,MIN,SG,11,0,284,12.5,.582,.340,.124,1.2,6.8,4.1,14.2,1.8,0.6,8.1,16.5,0.4,0.3,0.6,.104,-1.3,0.3,-1.0,0.1,,dosunay01
111,Norman Powell,32,MIA,SG,49,49,1470,18.2,.614,.459,.358,1.2,11.1,6.2,13.0,1.9,0.7,10.0,27.5,2.2,1.7,3.9,.128,2.3,0.1,2.4,1.6,AS,powelno01
112,Bobby Portis,30,MIL,PF,61,9,1464,17.0,.595,.397,.088,6.2,23.1,14.8,10.2,1.1,0.8,8.3,22.5,1.6,1.2,2.8,.091,1.5,-1.5,0.0,0.7,,portibo01
113,Moussa Diabaté,24,CHO,C,57,31,1461,17.8,.662,.007,.514,16.5,21.6,19.1,9.6,1.4,3.7,13.0,11.8,3.9,1.9,5.8,.191,0.6,0.8,1.4,1.3,,diabamo01
114,Ausar Thompson,23,DET,SF,57,56,1460,16.5,.545,.048,.348,9.1,16.0,12.6,15.8,3.6,3.3,13.3,17.4,1.3,3.1,4.4,.145,-0.5,3.3,2.8,1.8,,thompau01
115,Victor Wembanyama,22,SAS,C,50,41,1456,28.2,.621,.319,.442,7.3,33.0,20.5,16.1,1.6,9.1,11.5,31.5,3.4,3.8,7.2,.236,5.4,3.8,9.2,4.1,AS,wembavi01
116,LeBron James,41,LAL,SF,44,44,1456,20.5,.587,.286,.329,2.7,16.9,10.0,33.8,1.6,1.8,14.3,28.1,2.3,1.3,3.6,.118,3.3,-0.2,3.1,1.9,AS,jamesle01
117,Jerami Grant,31,POR,PF,49,30,1454,15.8,.601,.462,.464,3.3,9.5,6.4,11.7,1.1,1.9,11.5,24.2,2.4,0.9,3.3,.109,1.1,-1.3,-0.1,0.7,,grantje01
118,Jaren Jackson Jr.,26,2TM,C,48,48,1454,15.8,.576,.327,.282,3.1,17.1,10.1,10.3,1.7,4.4,11.7,26.1,0.2,1.7,1.9,.064,-1.0,0.6,-0.5,0.6,,jacksja02
118,Jaren Jackson Jr.,26,MEM,C,45,45,1382,15.4,.574,.328,.279,3.2,17.0,10.1,9.8,1.6,4.6,11.7,25.6,0.2,1.6,1.8,.063,-1.2,0.5,-0.7,0.4,,jacksja02
118,Jaren Jackson Jr.,26,UTA,C,3,3,72,23.5,.598,.306,.327,1.5,18.5,9.8,20.8,3.9,1.4,11.1,36.2,0.1,0.1,0.1,.086,2.4,2.0,4.4,0.1,,jacksja02
119,Zion Williamson,25,NOP,PF,49,42,1447,23.3,.632,.006,.554,8.2,13.4,10.8,19.1,1.7,1.8,11.0,26.9,4.0,0.8,4.8,.159,3.8,-0.8,3.0,1.8,,willizi01
120,Lauri Markkanen,28,UTA,PF,42,42,1443,21.4,.608,.402,.333,6.2,15.8,10.9,10.3,1.4,1.4,6.4,28.2,3.4,0.3,3.7,.124,4.7,-2.1,2.5,1.6,,markkla01
121,Brandon Miller,23,CHO,SF,48,48,1439,17.0,.570,.497,.222,4.3,14.4,9.5,18.5,1.8,2.5,13.6,29.5,1.1,1.6,2.7,.091,1.6,-0.3,1.3,1.2,,millebr02
122,Shaedon Sharpe,22,POR,SG,48,42,1439,15.6,.550,.351,.229,3.5,12.5,7.9,15.1,2.2,0.4,13.4,30.3,-0.2,1.3,1.1,.036,-0.1,-1.1,-1.3,0.3,,sharpsh01
123,Kyle Filipowski,22,UTA,C,63,27,1433,15.2,.588,.335,.345,8.9,24.3,16.5,14.0,1.9,2.1,15.2,18.8,1.4,1.0,2.3,.079,-1.2,-0.6,-1.7,0.1,,filipky01
124,Cam Spencer,25,MEM,SG,60,15,1430,17.4,.652,.592,.243,2.4,9.8,6.1,32.4,1.4,0.5,13.3,17.5,4.0,0.8,4.8,.162,3.1,-0.6,2.5,1.6,,spencca01
125,P.J. Washington,27,DAL,PF,46,43,1421,12.7,.529,.345,.293,4.7,18.5,11.8,9.0,1.5,3.2,12.4,20.5,-0.6,1.8,1.2,.040,-2.0,0.5,-1.5,0.2,,washipj01
126,Maxime Raynaud,22,SAC,C,57,39,1415,15.3,.602,.098,.219,8.8,23.9,16.1,7.2,1.0,1.8,10.7,17.3,1.7,0.7,2.4,.082,-1.4,-1.6,-3.0,-0.4,,raynama01
127,Isaiah Collier,21,UTA,PG,55,16,1415,15.0,.577,.196,.418,1.5,9.2,5.3,40.2,2.0,1.3,20.3,19.9,1.6,0.3,1.8,.062,-0.5,-1.9,-2.5,-0.2,,colliis01
128,Jarrett Allen,27,CLE,C,51,51,1405,21.8,.670,.021,.476,10.3,23.4,16.8,10.2,1.7,2.9,10.6,19.4,3.9,2.1,6.0,.205,2.1,0.6,2.7,1.7,,allenja01
129,Draymond Green,35,GSW,PF,52,52,1402,10.0,.534,.618,.156,3.1,19.8,11.3,26.2,1.5,2.0,25.1,16.8,-0.6,1.7,1.2,.040,-2.7,1.1,-1.6,0.1,,greendr01
130,Nique Clifford,23,SAC,SG,61,15,1396,8.5,.492,.401,.156,4.2,12.9,8.4,11.5,1.9,1.3,15.3,16.3,-1.1,0.5,-0.6,-0.019,-4.1,-1.0,-5.1,-1.1,,cliffni01
131,Kyshawn George,22,WAS,SF,48,48,1391,14.0,.559,.451,.227,3.2,15.6,9.3,22.7,1.6,2.7,16.5,22.8,0.2,0.6,0.8,.028,-0.6,-0.7,-1.3,0.3,,georgky01
132,Jamal Shead,23,TOR,PG,63,7,1387,10.7,.492,.531,.224,1.8,8.4,5.0,30.5,2.1,0.6,16.8,16.2,0.4,1.5,2.0,.068,-2.3,0.1,-2.2,-0.1,,sheadja01
133,Kel'el Ware,21,MIA,C,61,29,1376,20.5,.618,.336,.154,14.1,28.2,21.2,3.4,1.8,4.4,8.5,18.1,2.6,2.8,5.4,.189,2.1,0.3,2.4,1.5,,wareke01
134,Anfernee Simons,26,2TM,SG,55,5,1372,14.6,.576,.585,.119,2.5,8.1,5.4,14.6,1.0,0.6,9.1,23.6,1.9,1.0,2.9,.102,1.3,-1.4,-0.2,0.7,,simonan01
134,Anfernee Simons,26,BOS,SG,49,0,1202,15.2,.579,.579,.127,2.4,8.2,5.4,14.4,1.1,0.5,8.4,23.6,2.0,1.0,3.0,.119,1.6,-1.1,0.5,0.8,,simonan01
134,Anfernee Simons,26,CHI,SG,6,5,170,10.3,.554,.625,.063,3.2,7.4,5.3,15.9,0.0,1.0,13.7,23.6,-0.1,0.0,-0.1,-0.014,-1.3,-3.8,-5.1,-0.1,,simonan01
135,Tristan Da Silva,24,ORL,SF,58,21,1371,11.7,.565,.536,.101,3.5,13.8,8.6,8.7,1.8,1.2,9.2,15.8,0.7,1.6,2.3,.081,-0.8,0.3,-0.5,0.5,,dasiltr01
136,Dennis Schröder,32,2TM,PG,53,16,1365,13.3,.526,.376,.318,1.9,10.7,6.2,28.0,1.7,0.6,14.7,22.1,0.5,0.5,0.9,.033,-0.6,-1.4,-2.0,0.0,,schrode01
136,Dennis Schröder,32,SAC,PG,40,14,1056,13.7,.531,.393,.315,2.2,10.9,6.4,28.8,1.5,0.5,14.1,22.5,0.5,0.1,0.6,.028,0.0,-1.9,-1.9,0.0,,schrode01
136,Dennis Schröder,32,CLE,PG,13,2,309,11.9,.511,.313,.330,0.7,10.0,5.3,25.4,2.3,0.9,16.9,20.9,0.0,0.3,0.3,.047,-2.4,0.1,-2.3,0.0,,schrode01
137,Terance Mann,29,BRK,SG,55,46,1363,10.8,.570,.413,.225,5.2,10.0,7.5,19.4,1.3,0.9,14.4,13.5,1.4,0.5,1.9,.066,-2.3,-0.7,-3.0,-0.3,,mannte01
138,Pelle Larsson,24,MIA,SG,54,41,1358,12.9,.592,.362,.364,3.5,10.2,6.9,17.7,1.2,0.9,12.2,16.1,1.9,1.4,3.2,.114,-1.1,0.4,-0.7,0.4,,larsspe01
139,Brice Sensabaugh,22,UTA,SF,61,10,1349,13.2,.569,.540,.235,3.5,11.3,7.3,10.9,1.5,0.4,10.0,23.2,0.7,0.1,0.8,.028,-0.6,-2.9,-3.5,-0.5,,sensabr01
140,Vít Krejčí,25,2TM,PG,61,8,1347,11.1,.610,.769,.123,2.2,9.2,5.6,9.4,1.6,1.2,8.0,14.6,1.5,1.1,2.5,.090,-1.6,-0.3,-1.9,0.0,,krejcvi01
140,Vít Krejčí,25,ATL,PG,46,8,1028,11.3,.639,.776,.117,2.0,8.3,5.1,8.7,1.7,1.1,8.5,14.3,1.2,0.8,2.0,.094,-1.4,-0.2,-1.6,0.1,,krejcvi01
140,Vít Krejčí,25,POR,PG,15,0,319,10.6,.528,.748,.140,3.0,12.1,7.4,11.4,1.3,1.4,6.6,15.4,0.3,0.2,0.5,.078,-2.2,-0.4,-2.7,-0.1,,krejcvi01
141,Sandro Mamukelashvili,26,TOR,C,61,11,1341,17.7,.628,.459,.233,7.3,17.6,12.4,12.3,1.6,2.5,8.5,18.5,2.7,1.9,4.6,.164,1.8,0.6,2.4,1.5,,mamuksa01
142,Oso Ighodaro,23,PHO,PF,64,10,1340,13.3,.630,.004,.300,8.1,17.3,12.6,13.4,2.2,2.9,21.1,12.1,1.3,1.9,3.2,.114,-2.6,2.3,-0.3,0.6,,ighodos01
143,Tobias Harris,33,DET,PF,47,47,1338,14.0,.560,.356,.247,3.5,16.6,10.1,10.6,1.6,1.1,8.1,18.7,1.6,2.0,3.6,.128,-0.1,0.6,0.5,0.8,,harrito02
144,Ivica Zubac,28,LAC,C,43,42,1328,19.0,.635,.000,.308,13.4,27.6,20.7,11.5,0.6,2.6,14.4,19.0,2.6,1.4,4.1,.147,0.9,-0.8,0.1,0.7,,zubaciv01
145,Jay Huff,27,IND,C,64,40,1325,15.6,.597,.627,.177,4.8,16.0,10.2,9.7,1.3,8.1,9.9,17.7,1.2,1.5,2.7,.098,-0.7,1.4,0.7,0.9,,huffja01
146,Mark Williams,24,PHO,C,56,52,1322,21.8,.670,.002,.396,14.1,23.9,18.8,6.5,1.9,3.6,10.9,17.4,3.7,2.1,5.9,.213,1.4,0.4,1.8,1.3,,willima07
147,Josh Giddey,23,CHI,PG,42,39,1314,18.7,.571,.363,.352,4.2,23.7,14.1,40.1,1.5,1.1,18.9,25.7,1.3,1.3,2.6,.097,2.4,0.4,2.7,1.6,,giddejo01
148,Egor Dёmin,19,BRK,PG,52,45,1308,11.4,.561,.717,.145,1.8,13.5,7.3,20.5,1.6,1.2,15.3,18.7,0.3,0.7,0.9,.034,-0.8,-0.8,-1.6,0.1,,demineg01
149,Cedric Coward,22,MEM,SG,50,35,1306,14.7,.581,.426,.250,5.4,20.1,12.7,15.8,1.0,1.5,13.4,21.2,1.0,1.2,2.2,.081,0.1,-0.4,-0.3,0.6,,cowarce01
150,Jock Landale,30,2TM,C,57,26,1294,17.2,.602,.349,.236,14.0,14.7,14.3,10.5,1.1,2.1,9.1,18.7,2.6,1.1,3.6,.135,1.3,-1.1,0.2,0.7,,landajo01
150,Jock Landale,30,MEM,C,45,25,1060,16.9,.594,.332,.229,14.3,15.4,14.9,10.4,1.1,1.9,9.7,18.6,2.0,0.9,2.8,.128,1.1,-1.1,-0.1,0.5,,landajo01
150,Jock Landale,30,ATL,C,12,1,234,18.6,.633,.427,.270,12.3,11.6,12.0,11.0,1.0,2.7,6.6,19.0,0.6,0.2,0.8,.166,2.5,-0.9,1.6,0.2,,landajo01
151,Kelly Oubre Jr.,30,PHI,SF,39,34,1278,13.0,.588,.451,.283,3.2,12.9,8.0,7.8,2.0,1.5,10.4,17.8,1.0,1.2,2.2,.084,-1.0,-0.4,-1.3,0.2,,oubreke01
152,Austin Reaves,27,LAL,SG,38,32,1272,21.2,.651,.429,.502,2.3,13.9,8.2,24.7,1.6,1.0,14.5,27.5,3.3,1.0,4.3,.162,3.9,-0.7,3.1,1.7,,reaveau01
153,Precious Achiuwa,26,SAC,C,57,41,1269,15.7,.558,.167,.214,10.3,20.5,15.2,8.6,2.0,2.5,8.1,16.2,1.4,0.9,2.3,.086,-0.6,-0.6,-1.1,0.3,,achiupr01
154,Luke Kennard,29,2TM,SG,60,1,1263,13.9,.722,.590,.145,2.1,9.7,5.9,12.9,1.5,0.4,11.5,13.3,2.5,0.9,3.5,.131,0.4,0.0,0.4,0.8,,kennalu01
154,Luke Kennard,29,ATL,SG,46,0,944,13.5,.713,.621,.146,2.1,9.2,5.6,13.3,1.6,0.5,11.1,12.7,1.8,0.7,2.6,.130,0.1,0.1,0.3,0.5,,kennalu01
154,Luke Kennard,29,LAL,SG,14,1,319,15.2,.747,.511,.141,1.9,11.0,6.6,11.7,1.2,0.3,12.5,15.3,0.7,0.2,0.9,.135,1.1,-0.4,0.7,0.2,,kennalu01
155,Dominick Barlow,22,PHI,PF,52,45,1255,13.5,.597,.217,.307,8.9,12.6,10.7,6.7,1.9,2.5,10.5,13.2,1.7,1.2,2.9,.113,-1.1,0.2,-0.9,0.3,,barlodo01
156,Tre Jones,26,CHI,PG,47,24,1252,17.7,.628,.214,.403,2.3,9.0,5.7,29.6,2.1,0.6,11.7,17.6,3.2,0.8,4.1,.156,0.6,0.3,0.9,0.9,,jonestr01
157,Klay Thompson,35,DAL,SF,57,8,1248,11.3,.539,.727,.067,1.3,9.6,5.6,9.3,1.1,1.1,8.3,22.7,-0.4,0.9,0.5,.019,0.0,-1.4,-1.4,0.2,,thompkl01
158,Sidy Cissoko,21,POR,SF,59,24,1243,7.3,.522,.601,.266,4.5,7.7,6.1,9.2,1.8,1.6,15.7,12.7,0.1,0.9,1.0,.037,-4.3,0.2,-4.1,-0.6,,cissosi01
159,Collin Sexton,27,2TM,SG,54,15,1239,17.1,.620,.383,.345,2.3,7.1,4.8,23.2,2.0,0.6,15.4,25.6,2.0,1.0,3.0,.115,1.2,-0.6,0.6,0.8,,sextoco01
159,Collin Sexton,27,CHO,SG,42,12,938,17.7,.619,.350,.372,2.2,7.3,4.8,26.5,1.9,0.7,15.6,25.7,1.9,0.8,2.6,.135,1.7,-0.6,1.1,0.7,,sextoco01
159,Collin Sexton,27,CHI,SG,12,3,301,15.2,.625,.482,.266,2.5,6.6,4.6,13.0,2.5,0.3,14.8,25.5,0.1,0.2,0.3,.052,-0.4,-0.6,-1.1,0.1,,sextoco01
160,Grayson Allen,30,PHO,SG,41,26,1235,16.6,.568,.684,.227,2.5,8.7,5.5,21.1,2.4,0.9,10.0,24.0,2.0,1.3,3.3,.130,2.3,0.1,2.5,1.4,,allengr01
161,Herbert Jones,27,NOP,SF,43,43,1232,9.1,.485,.528,.136,3.2,10.2,6.7,12.9,2.8,1.6,12.7,15.1,-0.4,0.9,0.5,.020,-3.9,0.5,-3.4,-0.4,,joneshe01
162,Isaiah Joe,26,OKC,SG,56,8,1224,15.1,.642,.782,.255,2.6,10.2,6.5,9.1,1.7,0.7,6.8,18.2,2.5,1.9,4.4,.174,1.6,0.5,2.1,1.3,,joeis01
163,Brandon Williams,26,DAL,PG,55,15,1224,16.5,.565,.255,.447,2.3,11.4,7.0,25.8,2.0,1.0,14.3,25.5,0.7,1.2,2.0,.077,-0.1,0.2,0.1,0.7,,willibr03
164,Zach LaVine,30,SAC,SG,39,37,1224,14.8,.614,.464,.260,0.7,9.4,4.9,11.3,1.1,0.7,10.8,23.7,1.3,0.0,1.3,.050,0.7,-2.2,-1.6,0.1,,lavinza01
165,Stephen Curry,37,GSW,PG,39,39,1222,22.8,.636,.602,.274,1.4,11.1,6.2,27.3,1.7,1.2,11.7,32.7,2.8,1.2,4.0,.157,6.4,-1.0,5.4,2.3,AS,curryst01
166,Bennedict Mathurin,23,2TM,SF,39,25,1213,13.9,.571,.378,.441,3.6,16.9,10.1,11.4,1.2,0.8,12.4,24.7,0.5,0.8,1.3,.050,-1.3,-1.5,-2.8,-0.2,,mathube01
166,Bennedict Mathurin,23,IND,SF,28,24,891,12.9,.589,.436,.408,2.6,16.3,9.2,10.7,0.9,0.4,13.2,23.1,0.3,0.4,0.8,.043,-1.1,-1.8,-2.9,-0.2,,mathube01
166,Bennedict Mathurin,23,LAC,SF,11,1,322,16.9,.531,.245,.516,6.4,18.5,12.6,13.4,2.0,1.8,10.8,29.4,0.1,0.4,0.5,.072,-2.0,-0.5,-2.5,0.0,,mathube01
167,Isaiah Stewart,24,DET,C,52,13,1210,15.1,.628,.313,.335,7.9,16.1,12.0,6.8,0.6,7.1,12.6,16.3,1.8,1.9,3.7,.147,-1.1,1.1,0.0,0.6,,stewais01
168,Tre Johnson,19,WAS,SG,50,32,1207,12.1,.557,.497,.151,2.3,10.3,6.2,12.6,1.2,1.2,11.7,22.1,0.2,0.0,0.2,.006,-1.0,-2.5,-3.6,-0.5,,johnstr03
169,Zaccharie Risacher,20,ATL,SF,50,45,1207,10.9,.536,.483,.147,4.1,12.6,8.3,7.3,1.8,2.0,8.9,17.9,-0.1,1.3,1.2,.047,-2.8,-0.6,-3.3,-0.4,,risacza01
170,Jordan Goodwin,27,PHO,PG,54,4,1206,14.7,.515,.532,.096,9.1,14.4,11.7,14.5,3.3,0.9,10.2,18.3,1.0,1.8,2.8,.112,0.3,1.3,1.6,1.1,,goodwjo01
171,Santi Aldama,25,MEM,PF,43,11,1198,16.4,.572,.420,.239,6.0,19.8,12.9,15.5,1.5,2.4,9.5,20.1,1.4,1.3,2.7,.107,1.3,0.5,1.8,1.2,,aldamsa01
172,Ron Holland,20,DET,SF,59,5,1197,12.2,.520,.376,.282,6.5,17.2,11.9,8.8,3.0,1.7,13.8,18.8,0.0,2.3,2.2,.089,-2.9,1.5,-1.4,0.2,,hollaro01
173,Spencer Jones,24,DEN,SF,52,34,1183,9.2,.625,.583,.218,5.7,10.0,7.9,4.5,1.8,1.8,10.2,9.7,1.2,0.9,2.1,.084,-2.5,-0.2,-2.7,-0.2,,jonessp01
174,Jimmy Butler,36,GSW,SF,38,38,1182,23.6,.646,.184,.621,8.1,11.6,9.8,24.1,2.2,0.6,9.3,23.2,4.7,1.2,5.9,.241,5.0,0.6,5.5,2.3,,butleji01
175,Ryan Kalkbrenner,24,CHO,C,53,30,1180,18.2,.747,.008,.409,13.3,16.4,14.9,5.0,1.2,6.1,14.6,11.7,2.9,1.6,4.4,.180,0.6,1.1,1.7,1.1,,kalkbry01
176,Aaron Wiggins,27,OKC,SG,50,18,1180,12.2,.538,.508,.142,3.3,11.9,7.8,11.1,2.0,2.1,11.9,20.0,-0.2,2.1,1.9,.078,-1.2,0.7,-0.5,0.4,,wiggiaa01
177,De'Andre Hunter,28,2TM,SF,45,25,1176,11.5,.545,.491,.285,2.8,14.5,8.6,10.7,1.2,0.5,11.7,22.7,0.2,1.0,1.2,.048,-2.4,-1.5,-3.9,-0.6,,huntede01
177,De'Andre Hunter,28,CLE,SF,43,23,1125,12.1,.553,.492,.284,2.8,14.9,8.9,11.1,1.3,0.5,11.6,22.8,0.4,1.0,1.4,.061,-2.0,-1.3,-3.3,-0.4,,huntede01
177,De'Andre Hunter,28,SAC,SF,2,2,51,-3.4,.347,.474,.316,2.1,4.5,3.3,2.5,0.0,0.0,15.6,21.3,-0.2,0.0,-0.2,-0.226,-10.9,-5.6,-16.6,-0.2,,huntede01
178,Alex Sarr,20,WAS,C,42,42,1174,20.2,.554,.210,.234,8.7,20.6,14.6,16.1,1.4,6.2,10.0,25.4,1.1,0.9,1.9,.079,1.5,-0.2,1.3,1.0,,sarral01
179,Kevin Porter Jr.,25,MIL,PG,35,33,1171,18.6,.565,.285,.301,3.0,14.2,8.7,33.2,3.3,1.4,16.0,24.3,1.3,1.3,2.6,.107,0.7,1.1,1.9,1.2,,porteke02
180,Dylan Harper,19,SAS,SG,53,0,1169,15.4,.551,.270,.213,3.3,12.2,7.9,24.7,1.9,1.2,12.4,22.2,1.0,1.6,2.7,.110,-0.5,1.1,0.6,0.8,,harpedy01
181,RJ Barrett,25,TOR,SF,39,39,1166,17.0,.582,.358,.338,3.2,17.2,10.1,17.6,1.3,0.9,9.5,25.2,1.4,1.4,2.8,.114,1.3,-0.5,0.8,0.8,,barrerj01
182,Cameron Johnson,29,DEN,SF,38,38,1162,11.1,.592,.519,.250,2.9,10.7,7.0,10.3,1.0,1.0,8.9,14.8,1.4,0.6,1.9,.080,-0.9,-1.3,-2.2,0.0,,johnsca02
183,Gary Trent Jr.,27,MIL,SG,55,17,1161,7.8,.528,.735,.115,0.7,4.8,2.8,8.1,1.2,0.3,7.1,16.1,-0.1,0.2,0.2,.007,-3.2,-2.0,-5.2,-0.9,,trentga02
184,Malik Monk,27,SAC,SG,52,0,1154,14.1,.566,.492,.165,1.3,8.8,4.9,18.8,1.3,1.5,11.4,24.2,0.6,0.1,0.7,.028,0.7,-2.2,-1.5,0.1,,monkma01
185,Luke Kornet,30,SAS,C,54,22,1153,18.4,.695,.000,.409,14.7,16.7,15.7,11.5,1.0,4.5,8.6,10.6,3.8,1.8,5.6,.234,1.7,2.0,3.7,1.7,,kornelu01
186,Ben Sheppard,24,IND,SG,53,19,1153,9.2,.539,.616,.142,2.8,12.8,7.6,11.5,1.3,0.3,8.7,13.6,0.5,0.6,1.0,.043,-2.8,-0.6,-3.4,-0.4,,sheppbe01
187,Kevin Huerter,27,2TM,SG,52,11,1146,13.1,.551,.551,.134,2.4,14.7,8.6,15.8,1.7,2.4,10.0,19.1,0.5,1.1,1.5,.065,-1.2,0.2,-0.9,0.3,,huertke01
187,Kevin Huerter,27,CHI,SF,44,11,1037,13.3,.559,.552,.139,2.4,14.8,8.7,16.1,1.6,2.2,10.3,19.4,0.5,0.9,1.3,.062,-1.0,0.0,-1.0,0.3,,huertke01
187,Kevin Huerter,27,DET,SG,8,0,109,11.0,.470,.541,.081,2.0,14.1,8.1,12.2,2.2,4.6,7.3,15.7,0.0,0.2,0.2,.084,-2.4,2.2,-0.1,0.1,,huertke01
188,Day'Ron Sharpe,24,BRK,C,61,7,1142,20.4,.634,.110,.435,16.3,25.7,20.7,20.8,2.8,2.0,20.2,19.6,2.0,1.4,3.4,.142,0.4,0.9,1.3,1.0,,sharpda01
189,Javonte Green,32,DET,SG,63,4,1136,12.9,.583,.573,.303,5.0,12.0,8.5,4.8,3.3,1.8,9.8,14.8,1.1,2.0,3.2,.134,-1.2,2.1,0.9,0.8,,greenja02
190,Josh Okogie,27,HOU,SG,60,29,1134,9.8,.557,.559,.231,6.5,9.2,7.9,5.5,2.3,1.0,11.7,11.4,0.9,1.3,2.2,.092,-2.4,0.9,-1.6,0.1,,okogijo01
191,Ajay Mitchell,23,OKC,SG,43,9,1129,17.3,.590,.300,.287,2.9,11.0,7.1,20.3,2.6,1.2,11.7,22.3,1.6,2.1,3.7,.159,0.4,1.7,2.1,1.1,,mitchaj01
192,Khris Middleton,34,2TM,SF,46,44,1125,11.5,.530,.317,.261,4.0,13.3,8.6,18.7,1.4,0.7,14.7,20.3,0.0,0.4,0.4,.018,-2.6,-1.4,-4.0,-0.6,,middlkh01
192,Khris Middleton,34,WAS,SF,34,34,827,11.6,.531,.330,.230,3.8,13.5,8.6,19.1,1.5,1.0,14.7,19.6,0.1,0.2,0.2,.014,-2.6,-1.5,-4.0,-0.4,,middlkh01
192,Khris Middleton,34,DAL,SF,12,10,298,11.3,.527,.282,.342,4.7,12.5,8.7,17.8,1.0,0.0,14.6,22.2,0.0,0.2,0.2,.027,-2.8,-1.3,-4.1,-0.2,,middlkh01
193,Bilal Coulibaly,21,WAS,SG,43,43,1124,12.1,.515,.402,.336,3.3,14.3,8.7,13.2,2.5,3.1,12.5,18.4,-0.1,0.7,0.5,.023,-2.9,-0.1,-3.0,-0.3,,coulibi01
194,Ryan Dunn,23,PHO,SF,57,14,1123,10.8,.511,.466,.131,7.8,15.7,11.6,10.0,2.1,2.0,12.7,14.0,0.4,1.4,1.8,.078,-2.5,0.9,-1.7,0.1,,dunnry01
195,Svi Mykhailiuk,28,UTA,SF,48,41,1123,11.2,.623,.652,.083,3.2,8.3,5.7,11.2,1.0,0.3,10.0,14.4,1.3,-0.2,1.1,.048,0.0,-2.0,-2.0,0.0,,mykhasv01
196,Jose Alvarado,27,2TM,PG,54,0,1123,11.8,.544,.680,.099,1.9,11.9,6.9,20.9,2.3,0.5,13.3,16.2,0.8,0.8,1.6,.068,-1.4,0.2,-1.3,0.2,,alvarjo01
